"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"01/12/2025 06:30:00 - 01/12/2025 06:45:00","BZN|NL","Wind Offshore","4447.04"
"01/12/2025 06:45:00 - 01/12/2025 07:00:00","BZN|NL","Wind Offshore","4449.86"
"01/12/2025 07:00:00 - 01/12/2025 07:15:00","BZN|NL","Wind Offshore","4464.38"
"01/12/2025 07:15:00 - 01/12/2025 07:30:00","BZN|NL","Wind Offshore","4463.23"
"01/12/2025 07:30:00 - 01/12/2025 07:45:00","BZN|NL","Wind Offshore","4465.30"
"01/12/2025 07:45:00 - 01/12/2025 08:00:00","BZN|NL","Wind Offshore","4461.44"
"01/12/2025 08:00:00 - 01/12/2025 08:15:00","BZN|NL","Wind Offshore","4468.94"
"01/12/2025 08:15:00 - 01/12/2025 08:30:00","BZN|NL","Wind Offshore","4463.43"
"01/12/2025 08:30:00 - 01/12/2025 08:45:00","BZN|NL","Wind Offshore","4466.49"
"01/12/2025 08:45:00 - 01/12/2025 09:00:00","BZN|NL","Wind Offshore","4465.32"
"01/12/2025 09:00:00 - 01/12/2025 09:15:00","BZN|NL","Wind Offshore","4466.16"
"01/12/2025 09:15:00 - 01/12/2025 09:30:00","BZN|NL","Wind Offshore","4465.34"
"01/12/2025 09:30:00 - 01/12/2025 09:45:00","BZN|NL","Wind Offshore","4458.07"
"01/12/2025 09:45:00 - 01/12/2025 10:00:00","BZN|NL","Wind Offshore","4463.92"
"01/12/2025 10:00:00 - 01/12/2025 10:15:00","BZN|NL","Wind Offshore","4476.57"
"01/12/2025 10:15:00 - 01/12/2025 10:30:00","BZN|NL","Wind Offshore","4477.00"
"01/12/2025 10:30:00 - 01/12/2025 10:45:00","BZN|NL","Wind Offshore","4471.97"
"01/12/2025 10:45:00 - 01/12/2025 11:00:00","BZN|NL","Wind Offshore","4473.54"
"01/12/2025 11:00:00 - 01/12/2025 11:15:00","BZN|NL","Wind Offshore","4467.96"
"01/12/2025 11:15:00 - 01/12/2025 11:30:00","BZN|NL","Wind Offshore","4469.40"
"01/12/2025 11:30:00 - 01/12/2025 11:45:00","BZN|NL","Wind Offshore","4473.94"
"01/12/2025 11:45:00 - 01/12/2025 12:00:00","BZN|NL","Wind Offshore","4478.05"
"01/12/2025 12:00:00 - 01/12/2025 12:15:00","BZN|NL","Wind Offshore","4474.70"
"01/12/2025 12:15:00 - 01/12/2025 12:30:00","BZN|NL","Wind Offshore","4472.32"
"01/12/2025 12:30:00 - 01/12/2025 12:45:00","BZN|NL","Wind Offshore","4468.19"
"01/12/2025 12:45:00 - 01/12/2025 13:00:00","BZN|NL","Wind Offshore","4463.35"
"01/12/2025 13:00:00 - 01/12/2025 13:15:00","BZN|NL","Wind Offshore","4464.83"
"01/12/2025 13:15:00 - 01/12/2025 13:30:00","BZN|NL","Wind Offshore","4467.94"
"01/12/2025 13:30:00 - 01/12/2025 13:45:00","BZN|NL","Wind Offshore","4474.44"
"01/12/2025 13:45:00 - 01/12/2025 14:00:00","BZN|NL","Wind Offshore","4474.83"
"01/12/2025 14:00:00 - 01/12/2025 14:15:00","BZN|NL","Wind Offshore","4470.71"
"01/12/2025 14:15:00 - 01/12/2025 14:30:00","BZN|NL","Wind Offshore","4470.57"
"01/12/2025 14:30:00 - 01/12/2025 14:45:00","BZN|NL","Wind Offshore","4468.32"
"01/12/2025 14:45:00 - 01/12/2025 15:00:00","BZN|NL","Wind Offshore","4466.36"
"01/12/2025 15:00:00 - 01/12/2025 15:15:00","BZN|NL","Wind Offshore","4461.01"
"01/12/2025 15:15:00 - 01/12/2025 15:30:00","BZN|NL","Wind Offshore","4472.57"
"01/12/2025 15:30:00 - 01/12/2025 15:45:00","BZN|NL","Wind Offshore","4472.75"
"01/12/2025 15:45:00 - 01/12/2025 16:00:00","BZN|NL","Wind Offshore","4463.41"
"01/12/2025 16:00:00 - 01/12/2025 16:15:00","BZN|NL","Wind Offshore","4459.85"
"01/12/2025 16:15:00 - 01/12/2025 16:30:00","BZN|NL","Wind Offshore","4452.47"
"01/12/2025 16:30:00 - 01/12/2025 16:45:00","BZN|NL","Wind Offshore","4448.26"
"01/12/2025 16:45:00 - 01/12/2025 17:00:00","BZN|NL","Wind Offshore","4441.21"
"01/12/2025 17:00:00 - 01/12/2025 17:15:00","BZN|NL","Wind Offshore","4447.76"
"01/12/2025 17:15:00 - 01/12/2025 17:30:00","BZN|NL","Wind Offshore","4442.72"
"01/12/2025 17:30:00 - 01/12/2025 17:45:00","BZN|NL","Wind Offshore","4435.35"
"01/12/2025 17:45:00 - 01/12/2025 18:00:00","BZN|NL","Wind Offshore","4433.46"
"01/12/2025 18:00:00 - 01/12/2025 18:15:00","BZN|NL","Wind Offshore","4431.63"
"01/12/2025 18:15:00 - 01/12/2025 18:30:00","BZN|NL","Wind Offshore","4436.76"
"01/12/2025 18:30:00 - 01/12/2025 18:45:00","BZN|NL","Wind Offshore","4438.43"
"01/12/2025 18:45:00 - 01/12/2025 19:00:00","BZN|NL","Wind Offshore","4420.27"
"01/12/2025 19:00:00 - 01/12/2025 19:15:00","BZN|NL","Wind Offshore","4420.94"
"01/12/2025 19:15:00 - 01/12/2025 19:30:00","BZN|NL","Wind Offshore","4421.42"
"01/12/2025 19:30:00 - 01/12/2025 19:45:00","BZN|NL","Wind Offshore","4419.08"
"01/12/2025 19:45:00 - 01/12/2025 20:00:00","BZN|NL","Wind Offshore","4419.70"
"01/12/2025 20:00:00 - 01/12/2025 20:15:00","BZN|NL","Wind Offshore","4422.09"
"01/12/2025 20:15:00 - 01/12/2025 20:30:00","BZN|NL","Wind Offshore","4428.44"
"01/12/2025 20:30:00 - 01/12/2025 20:45:00","BZN|NL","Wind Offshore","4422.92"
"01/12/2025 20:45:00 - 01/12/2025 21:00:00","BZN|NL","Wind Offshore","4422.07"
"01/12/2025 21:00:00 - 01/12/2025 21:15:00","BZN|NL","Wind Offshore","4417.48"
"01/12/2025 21:15:00 - 01/12/2025 21:30:00","BZN|NL","Wind Offshore","4420.44"
"01/12/2025 21:30:00 - 01/12/2025 21:45:00","BZN|NL","Wind Offshore","4416.57"
"01/12/2025 21:45:00 - 01/12/2025 22:00:00","BZN|NL","Wind Offshore","4415.93"
"01/12/2025 22:00:00 - 01/12/2025 22:15:00","BZN|NL","Wind Offshore","4417.27"
"01/12/2025 22:15:00 - 01/12/2025 22:30:00","BZN|NL","Wind Offshore","4417.35"
"01/12/2025 22:30:00 - 01/12/2025 22:45:00","BZN|NL","Wind Offshore","4412.63"
"01/12/2025 22:45:00 - 01/12/2025 23:00:00","BZN|NL","Wind Offshore","4421.71"
"01/12/2025 23:00:00 - 01/12/2025 23:15:00","BZN|NL","Wind Offshore","4417.73"
"01/12/2025 23:15:00 - 01/12/2025 23:30:00","BZN|NL","Wind Offshore","4418.71"
"01/12/2025 23:30:00 - 01/12/2025 23:45:00","BZN|NL","Wind Offshore","4419.14"
"01/12/2025 23:45:00 - 02/12/2025 00:00:00","BZN|NL","Wind Offshore","4412.09"
"02/12/2025 00:00:00 - 02/12/2025 00:15:00","BZN|NL","Wind Offshore","4386.80"
"02/12/2025 00:15:00 - 02/12/2025 00:30:00","BZN|NL","Wind Offshore","4418.87"
"02/12/2025 00:30:00 - 02/12/2025 00:45:00","BZN|NL","Wind Offshore","4421.55"
"02/12/2025 00:45:00 - 02/12/2025 01:00:00","BZN|NL","Wind Offshore","4413.93"
"02/12/2025 01:00:00 - 02/12/2025 01:15:00","BZN|NL","Wind Offshore","4417.10"
"02/12/2025 01:15:00 - 02/12/2025 01:30:00","BZN|NL","Wind Offshore","4416.63"
"02/12/2025 01:30:00 - 02/12/2025 01:45:00","BZN|NL","Wind Offshore","4417.80"
"02/12/2025 01:45:00 - 02/12/2025 02:00:00","BZN|NL","Wind Offshore","4415.56"
"02/12/2025 02:00:00 - 02/12/2025 02:15:00","BZN|NL","Wind Offshore","4417.46"
"02/12/2025 02:15:00 - 02/12/2025 02:30:00","BZN|NL","Wind Offshore","4417.80"
"02/12/2025 02:30:00 - 02/12/2025 02:45:00","BZN|NL","Wind Offshore","4416.96"
"02/12/2025 02:45:00 - 02/12/2025 03:00:00","BZN|NL","Wind Offshore","4411.85"
"02/12/2025 03:00:00 - 02/12/2025 03:15:00","BZN|NL","Wind Offshore","4415.39"
"02/12/2025 03:15:00 - 02/12/2025 03:30:00","BZN|NL","Wind Offshore","4409.23"
"02/12/2025 03:30:00 - 02/12/2025 03:45:00","BZN|NL","Wind Offshore","4411.10"
"02/12/2025 03:45:00 - 02/12/2025 04:00:00","BZN|NL","Wind Offshore","4415.48"
"02/12/2025 04:00:00 - 02/12/2025 04:15:00","BZN|NL","Wind Offshore","4412.25"
"02/12/2025 04:15:00 - 02/12/2025 04:30:00","BZN|NL","Wind Offshore","4411.47"
"02/12/2025 04:30:00 - 02/12/2025 04:45:00","BZN|NL","Wind Offshore","4415.23"
"02/12/2025 04:45:00 - 02/12/2025 05:00:00","BZN|NL","Wind Offshore","4420.70"
"02/12/2025 05:00:00 - 02/12/2025 05:15:00","BZN|NL","Wind Offshore","4421.26"
"02/12/2025 05:15:00 - 02/12/2025 05:30:00","BZN|NL","Wind Offshore","4423.75"
"02/12/2025 05:30:00 - 02/12/2025 05:45:00","BZN|NL","Wind Offshore","4417.70"
"02/12/2025 05:45:00 - 02/12/2025 06:00:00","BZN|NL","Wind Offshore","4415.26"
"02/12/2025 06:00:00 - 02/12/2025 06:15:00","BZN|NL","Wind Offshore","4421.16"
"02/12/2025 06:15:00 - 02/12/2025 06:30:00","BZN|NL","Wind Offshore","4423.06"
"02/12/2025 06:30:00 - 02/12/2025 06:45:00","BZN|NL","Wind Offshore","4421.97"
"02/12/2025 06:45:00 - 02/12/2025 07:00:00","BZN|NL","Wind Offshore","4418.34"
"02/12/2025 07:00:00 - 02/12/2025 07:15:00","BZN|NL","Wind Offshore","4402.27"
"02/12/2025 07:15:00 - 02/12/2025 07:30:00","BZN|NL","Wind Offshore","4379.47"
"02/12/2025 07:30:00 - 02/12/2025 07:45:00","BZN|NL","Wind Offshore","4381.22"
"02/12/2025 07:45:00 - 02/12/2025 08:00:00","BZN|NL","Wind Offshore","4382.99"
"02/12/2025 08:00:00 - 02/12/2025 08:15:00","BZN|NL","Wind Offshore","4353.71"
"02/12/2025 08:15:00 - 02/12/2025 08:30:00","BZN|NL","Wind Offshore","4299.98"
"02/12/2025 08:30:00 - 02/12/2025 08:45:00","BZN|NL","Wind Offshore","4248.68"
"02/12/2025 08:45:00 - 02/12/2025 09:00:00","BZN|NL","Wind Offshore","4153.25"
"02/12/2025 09:00:00 - 02/12/2025 09:15:00","BZN|NL","Wind Offshore","4083.64"
"02/12/2025 09:15:00 - 02/12/2025 09:30:00","BZN|NL","Wind Offshore","4055.71"
"02/12/2025 09:30:00 - 02/12/2025 09:45:00","BZN|NL","Wind Offshore","4117.74"
"02/12/2025 09:45:00 - 02/12/2025 10:00:00","BZN|NL","Wind Offshore","4101.76"
"02/12/2025 10:00:00 - 02/12/2025 10:15:00","BZN|NL","Wind Offshore","3994.52"
"02/12/2025 10:15:00 - 02/12/2025 10:30:00","BZN|NL","Wind Offshore","3975.78"
"02/12/2025 10:30:00 - 02/12/2025 10:45:00","BZN|NL","Wind Offshore","3987.87"
"02/12/2025 10:45:00 - 02/12/2025 11:00:00","BZN|NL","Wind Offshore","3972.34"
"02/12/2025 11:00:00 - 02/12/2025 11:15:00","BZN|NL","Wind Offshore","3869.97"
"02/12/2025 11:15:00 - 02/12/2025 11:30:00","BZN|NL","Wind Offshore","3840.62"
"02/12/2025 11:30:00 - 02/12/2025 11:45:00","BZN|NL","Wind Offshore","3729.97"
"02/12/2025 11:45:00 - 02/12/2025 12:00:00","BZN|NL","Wind Offshore","3595.20"
"02/12/2025 12:00:00 - 02/12/2025 12:15:00","BZN|NL","Wind Offshore","3565.63"
"02/12/2025 12:15:00 - 02/12/2025 12:30:00","BZN|NL","Wind Offshore","3471.75"
"02/12/2025 12:30:00 - 02/12/2025 12:45:00","BZN|NL","Wind Offshore","3335.74"
"02/12/2025 12:45:00 - 02/12/2025 13:00:00","BZN|NL","Wind Offshore","3183.16"
"02/12/2025 13:00:00 - 02/12/2025 13:15:00","BZN|NL","Wind Offshore","3037.68"
"02/12/2025 13:15:00 - 02/12/2025 13:30:00","BZN|NL","Wind Offshore","2921.07"
"02/12/2025 13:30:00 - 02/12/2025 13:45:00","BZN|NL","Wind Offshore","2735.32"
"02/12/2025 13:45:00 - 02/12/2025 14:00:00","BZN|NL","Wind Offshore","2567.76"
"02/12/2025 14:00:00 - 02/12/2025 14:15:00","BZN|NL","Wind Offshore","2441.09"
"02/12/2025 14:15:00 - 02/12/2025 14:30:00","BZN|NL","Wind Offshore","2399.20"
"02/12/2025 14:30:00 - 02/12/2025 14:45:00","BZN|NL","Wind Offshore","2358.64"
"02/12/2025 14:45:00 - 02/12/2025 15:00:00","BZN|NL","Wind Offshore","2268.25"
"02/12/2025 15:00:00 - 02/12/2025 15:15:00","BZN|NL","Wind Offshore","2260.17"
"02/12/2025 15:15:00 - 02/12/2025 15:30:00","BZN|NL","Wind Offshore","2297.46"
"02/12/2025 15:30:00 - 02/12/2025 15:45:00","BZN|NL","Wind Offshore","2250.34"
"02/12/2025 15:45:00 - 02/12/2025 16:00:00","BZN|NL","Wind Offshore","2193.84"
"02/12/2025 16:00:00 - 02/12/2025 16:15:00","BZN|NL","Wind Offshore","2153.34"
"02/12/2025 16:15:00 - 02/12/2025 16:30:00","BZN|NL","Wind Offshore","2130.79"
"02/12/2025 16:30:00 - 02/12/2025 16:45:00","BZN|NL","Wind Offshore","2053.63"
"02/12/2025 16:45:00 - 02/12/2025 17:00:00","BZN|NL","Wind Offshore","2027.11"
"02/12/2025 17:00:00 - 02/12/2025 17:15:00","BZN|NL","Wind Offshore","2110.57"
"02/12/2025 17:15:00 - 02/12/2025 17:30:00","BZN|NL","Wind Offshore","2119.52"
"02/12/2025 17:30:00 - 02/12/2025 17:45:00","BZN|NL","Wind Offshore","2186.05"
"02/12/2025 17:45:00 - 02/12/2025 18:00:00","BZN|NL","Wind Offshore","2203.46"
"02/12/2025 18:00:00 - 02/12/2025 18:15:00","BZN|NL","Wind Offshore","2082.79"
"02/12/2025 18:15:00 - 02/12/2025 18:30:00","BZN|NL","Wind Offshore","1843.74"
"02/12/2025 18:30:00 - 02/12/2025 18:45:00","BZN|NL","Wind Offshore","1782.66"
"02/12/2025 18:45:00 - 02/12/2025 19:00:00","BZN|NL","Wind Offshore","1716.57"
"02/12/2025 19:00:00 - 02/12/2025 19:15:00","BZN|NL","Wind Offshore","1669.85"
"02/12/2025 19:15:00 - 02/12/2025 19:30:00","BZN|NL","Wind Offshore","1708.37"
"02/12/2025 19:30:00 - 02/12/2025 19:45:00","BZN|NL","Wind Offshore","1736.13"
"02/12/2025 19:45:00 - 02/12/2025 20:00:00","BZN|NL","Wind Offshore","1669.39"
"02/12/2025 20:00:00 - 02/12/2025 20:15:00","BZN|NL","Wind Offshore","1654.53"
"02/12/2025 20:15:00 - 02/12/2025 20:30:00","BZN|NL","Wind Offshore","1588.39"
"02/12/2025 20:30:00 - 02/12/2025 20:45:00","BZN|NL","Wind Offshore","1558.36"
"02/12/2025 20:45:00 - 02/12/2025 21:00:00","BZN|NL","Wind Offshore","1537.69"
"02/12/2025 21:00:00 - 02/12/2025 21:15:00","BZN|NL","Wind Offshore","1463.18"
"02/12/2025 21:15:00 - 02/12/2025 21:30:00","BZN|NL","Wind Offshore","1437.80"
"02/12/2025 21:30:00 - 02/12/2025 21:45:00","BZN|NL","Wind Offshore","1379.30"
"02/12/2025 21:45:00 - 02/12/2025 22:00:00","BZN|NL","Wind Offshore","1395.17"
"02/12/2025 22:00:00 - 02/12/2025 22:15:00","BZN|NL","Wind Offshore","1382.02"
"02/12/2025 22:15:00 - 02/12/2025 22:30:00","BZN|NL","Wind Offshore","1372.08"
"02/12/2025 22:30:00 - 02/12/2025 22:45:00","BZN|NL","Wind Offshore","1425.51"
"02/12/2025 22:45:00 - 02/12/2025 23:00:00","BZN|NL","Wind Offshore","1386.18"
"02/12/2025 23:00:00 - 02/12/2025 23:15:00","BZN|NL","Wind Offshore","1350.34"
"02/12/2025 23:15:00 - 02/12/2025 23:30:00","BZN|NL","Wind Offshore","1337.56"
"02/12/2025 23:30:00 - 02/12/2025 23:45:00","BZN|NL","Wind Offshore","1278.46"
"02/12/2025 23:45:00 - 03/12/2025 00:00:00","BZN|NL","Wind Offshore","1113.82"
"26/11/2025 00:00:00 - 26/11/2025 00:15:00","BZN|NL","Wind Onshore","120.61"
"26/11/2025 00:15:00 - 26/11/2025 00:30:00","BZN|NL","Wind Onshore","120.22"
"26/11/2025 00:30:00 - 26/11/2025 00:45:00","BZN|NL","Wind Onshore","111.72"
"26/11/2025 00:45:00 - 26/11/2025 01:00:00","BZN|NL","Wind Onshore","97.41"
"26/11/2025 01:00:00 - 26/11/2025 01:15:00","BZN|NL","Wind Onshore","107.60"
"26/11/2025 01:15:00 - 26/11/2025 01:30:00","BZN|NL","Wind Onshore","111.97"
"26/11/2025 01:30:00 - 26/11/2025 01:45:00","BZN|NL","Wind Onshore","87.10"
"26/11/2025 01:45:00 - 26/11/2025 02:00:00","BZN|NL","Wind Onshore","87.21"
"26/11/2025 02:00:00 - 26/11/2025 02:15:00","BZN|NL","Wind Onshore","106.24"
"26/11/2025 02:15:00 - 26/11/2025 02:30:00","BZN|NL","Wind Onshore","106.42"
"26/11/2025 02:30:00 - 26/11/2025 02:45:00","BZN|NL","Wind Onshore","94.72"
"26/11/2025 02:45:00 - 26/11/2025 03:00:00","BZN|NL","Wind Onshore","85.68"
"26/11/2025 03:00:00 - 26/11/2025 03:15:00","BZN|NL","Wind Onshore","74.96"
"26/11/2025 03:15:00 - 26/11/2025 03:30:00","BZN|NL","Wind Onshore","64.98"
"26/11/2025 03:30:00 - 26/11/2025 03:45:00","BZN|NL","Wind Onshore","44.61"
"26/11/2025 03:45:00 - 26/11/2025 04:00:00","BZN|NL","Wind Onshore","37.68"
"26/11/2025 04:00:00 - 26/11/2025 04:15:00","BZN|NL","Wind Onshore","28.19"
"26/11/2025 04:15:00 - 26/11/2025 04:30:00","BZN|NL","Wind Onshore","20.00"
"26/11/2025 04:30:00 - 26/11/2025 04:45:00","BZN|NL","Wind Onshore","15.66"
"26/11/2025 04:45:00 - 26/11/2025 05:00:00","BZN|NL","Wind Onshore","12.78"
"26/11/2025 05:00:00 - 26/11/2025 05:15:00","BZN|NL","Wind Onshore","11.92"
"26/11/2025 05:15:00 - 26/11/2025 05:30:00","BZN|NL","Wind Onshore","8.49"
"26/11/2025 05:30:00 - 26/11/2025 05:45:00","BZN|NL","Wind Onshore","11.71"
"26/11/2025 05:45:00 - 26/11/2025 06:00:00","BZN|NL","Wind Onshore","10.48"
"26/11/2025 06:00:00 - 26/11/2025 06:15:00","BZN|NL","Wind Onshore","12.69"
"26/11/2025 06:15:00 - 26/11/2025 06:30:00","BZN|NL","Wind Onshore","9.09"
"26/11/2025 06:30:00 - 26/11/2025 06:45:00","BZN|NL","Wind Onshore","5.63"
"26/11/2025 06:45:00 - 26/11/2025 07:00:00","BZN|NL","Wind Onshore","7.27"
"26/11/2025 07:00:00 - 26/11/2025 07:15:00","BZN|NL","Wind Onshore","7.51"
"26/11/2025 07:15:00 - 26/11/2025 07:30:00","BZN|NL","Wind Onshore","6.60"
"26/11/2025 07:30:00 - 26/11/2025 07:45:00","BZN|NL","Wind Onshore","6.54"
"26/11/2025 07:45:00 - 26/11/2025 08:00:00","BZN|NL","Wind Onshore","7.25"
"26/11/2025 08:00:00 - 26/11/2025 08:15:00","BZN|NL","Wind Onshore","5.01"
"26/11/2025 08:15:00 - 26/11/2025 08:30:00","BZN|NL","Wind Onshore","3.65"
"26/11/2025 08:30:00 - 26/11/2025 08:45:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 08:45:00 - 26/11/2025 09:00:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 09:00:00 - 26/11/2025 09:15:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 09:15:00 - 26/11/2025 09:30:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 09:30:00 - 26/11/2025 09:45:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 09:45:00 - 26/11/2025 10:00:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 10:00:00 - 26/11/2025 10:15:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 10:15:00 - 26/11/2025 10:30:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 10:30:00 - 26/11/2025 10:45:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 10:45:00 - 26/11/2025 11:00:00","BZN|NL","Wind Onshore","1.24"
"26/11/2025 11:00:00 - 26/11/2025 11:15:00","BZN|NL","Wind Onshore","0.41"
"26/11/2025 11:15:00 - 26/11/2025 11:30:00","BZN|NL","Wind Onshore","0.41"
"26/11/2025 11:30:00 - 26/11/2025 11:45:00","BZN|NL","Wind Onshore","0.41"
"26/11/2025 11:45:00 - 26/11/2025 12:00:00","BZN|NL","Wind Onshore","1.16"
"26/11/2025 12:00:00 - 26/11/2025 12:15:00","BZN|NL","Wind Onshore","1.16"
"26/11/2025 12:15:00 - 26/11/2025 12:30:00","BZN|NL","Wind Onshore","2.85"
"26/11/2025 12:30:00 - 26/11/2025 12:45:00","BZN|NL","Wind Onshore","8.84"
"26/11/2025 12:45:00 - 26/11/2025 13:00:00","BZN|NL","Wind Onshore","9.05"
"26/11/2025 13:00:00 - 26/11/2025 13:15:00","BZN|NL","Wind Onshore","9.88"
"26/11/2025 13:15:00 - 26/11/2025 13:30:00","BZN|NL","Wind Onshore","7.48"
"26/11/2025 13:30:00 - 26/11/2025 13:45:00","BZN|NL","Wind Onshore","7.81"
"26/11/2025 13:45:00 - 26/11/2025 14:00:00","BZN|NL","Wind Onshore","6.32"
"26/11/2025 14:00:00 - 26/11/2025 14:15:00","BZN|NL","Wind Onshore","14.59"
"26/11/2025 14:15:00 - 26/11/2025 14:30:00","BZN|NL","Wind Onshore","20.67"
"26/11/2025 14:30:00 - 26/11/2025 14:45:00","BZN|NL","Wind Onshore","27.38"
"26/11/2025 14:45:00 - 26/11/2025 15:00:00","BZN|NL","Wind Onshore","32.45"
"26/11/2025 15:00:00 - 26/11/2025 15:15:00","BZN|NL","Wind Onshore","31.50"
"26/11/2025 15:15:00 - 26/11/2025 15:30:00","BZN|NL","Wind Onshore","34.71"
"26/11/2025 15:30:00 - 26/11/2025 15:45:00","BZN|NL","Wind Onshore","37.70"
"26/11/2025 15:45:00 - 26/11/2025 16:00:00","BZN|NL","Wind Onshore","41.59"
"26/11/2025 16:00:00 - 26/11/2025 16:15:00","BZN|NL","Wind Onshore","45.41"
"26/11/2025 16:15:00 - 26/11/2025 16:30:00","BZN|NL","Wind Onshore","57.72"
"26/11/2025 16:30:00 - 26/11/2025 16:45:00","BZN|NL","Wind Onshore","66.87"
"26/11/2025 16:45:00 - 26/11/2025 17:00:00","BZN|NL","Wind Onshore","71.67"
"26/11/2025 17:00:00 - 26/11/2025 17:15:00","BZN|NL","Wind Onshore","75.22"
"26/11/2025 17:15:00 - 26/11/2025 17:30:00","BZN|NL","Wind Onshore","72.30"
"26/11/2025 17:30:00 - 26/11/2025 17:45:00","BZN|NL","Wind Onshore","78.50"
"26/11/2025 17:45:00 - 26/11/2025 18:00:00","BZN|NL","Wind Onshore","89.98"
"26/11/2025 18:00:00 - 26/11/2025 18:15:00","BZN|NL","Wind Onshore","90.49"
"26/11/2025 18:15:00 - 26/11/2025 18:30:00","BZN|NL","Wind Onshore","76.51"
"26/11/2025 18:30:00 - 26/11/2025 18:45:00","BZN|NL","Wind Onshore","77.56"
"26/11/2025 18:45:00 - 26/11/2025 19:00:00","BZN|NL","Wind Onshore","85.32"
"26/11/2025 19:00:00 - 26/11/2025 19:15:00","BZN|NL","Wind Onshore","109.20"
"26/11/2025 19:15:00 - 26/11/2025 19:30:00","BZN|NL","Wind Onshore","119.26"
"26/11/2025 19:30:00 - 26/11/2025 19:45:00","BZN|NL","Wind Onshore","126.85"
"26/11/2025 19:45:00 - 26/11/2025 20:00:00","BZN|NL","Wind Onshore","135.75"
"26/11/2025 20:00:00 - 26/11/2025 20:15:00","BZN|NL","Wind Onshore","140.81"
"26/11/2025 20:15:00 - 26/11/2025 20:30:00","BZN|NL","Wind Onshore","150.39"
"26/11/2025 20:30:00 - 26/11/2025 20:45:00","BZN|NL","Wind Onshore","169.68"
"26/11/2025 20:45:00 - 26/11/2025 21:00:00","BZN|NL","Wind Onshore","191.31"
"26/11/2025 21:00:00 - 26/11/2025 21:15:00","BZN|NL","Wind Onshore","209.76"
"26/11/2025 21:15:00 - 26/11/2025 21:30:00","BZN|NL","Wind Onshore","213.02"
"26/11/2025 21:30:00 - 26/11/2025 21:45:00","BZN|NL","Wind Onshore","225.52"
"26/11/2025 21:45:00 - 26/11/2025 22:00:00","BZN|NL","Wind Onshore","239.92"
"26/11/2025 22:00:00 - 26/11/2025 22:15:00","BZN|NL","Wind Onshore","249.96"
"26/11/2025 22:15:00 - 26/11/2025 22:30:00","BZN|NL","Wind Onshore","286.02"
"26/11/2025 22:30:00 - 26/11/2025 22:45:00","BZN|NL","Wind Onshore","352.62"
"26/11/2025 22:45:00 - 26/11/2025 23:00:00","BZN|NL","Wind Onshore","392.93"
"26/11/2025 23:00:00 - 26/11/2025 23:15:00","BZN|NL","Wind Onshore","401.84"
"26/11/2025 23:15:00 - 26/11/2025 23:30:00","BZN|NL","Wind Onshore","355.30"
"26/11/2025 23:30:00 - 26/11/2025 23:45:00","BZN|NL","Wind Onshore","369.65"
"26/11/2025 23:45:00 - 27/11/2025 00:00:00","BZN|NL","Wind Onshore","413.74"
"27/11/2025 00:00:00 - 27/11/2025 00:15:00","BZN|NL","Wind Onshore","475.54"
"27/11/2025 00:15:00 - 27/11/2025 00:30:00","BZN|NL","Wind Onshore","507.74"
"27/11/2025 00:30:00 - 27/11/2025 00:45:00","BZN|NL","Wind Onshore","534.73"
"27/11/2025 00:45:00 - 27/11/2025 01:00:00","BZN|NL","Wind Onshore","567.03"
"27/11/2025 01:00:00 - 27/11/2025 01:15:00","BZN|NL","Wind Onshore","613.39"
"27/11/2025 01:15:00 - 27/11/2025 01:30:00","BZN|NL","Wind Onshore","648.42"
"27/11/2025 01:30:00 - 27/11/2025 01:45:00","BZN|NL","Wind Onshore","651.56"
"27/11/2025 01:45:00 - 27/11/2025 02:00:00","BZN|NL","Wind Onshore","664.72"
"27/11/2025 02:00:00 - 27/11/2025 02:15:00","BZN|NL","Wind Onshore","655.85"
"27/11/2025 02:15:00 - 27/11/2025 02:30:00","BZN|NL","Wind Onshore","638.09"
"27/11/2025 02:30:00 - 27/11/2025 02:45:00","BZN|NL","Wind Onshore","641.60"
"27/11/2025 02:45:00 - 27/11/2025 03:00:00","BZN|NL","Wind Onshore","710.96"
"27/11/2025 03:00:00 - 27/11/2025 03:15:00","BZN|NL","Wind Onshore","760.16"
"27/11/2025 03:15:00 - 27/11/2025 03:30:00","BZN|NL","Wind Onshore","802.62"
"27/11/2025 03:30:00 - 27/11/2025 03:45:00","BZN|NL","Wind Onshore","833.36"
"27/11/2025 03:45:00 - 27/11/2025 04:00:00","BZN|NL","Wind Onshore","840.24"
"27/11/2025 04:00:00 - 27/11/2025 04:15:00","BZN|NL","Wind Onshore","869.19"
"27/11/2025 04:15:00 - 27/11/2025 04:30:00","BZN|NL","Wind Onshore","894.90"
"27/11/2025 04:30:00 - 27/11/2025 04:45:00","BZN|NL","Wind Onshore","909.18"
